AccidentSeverity,Region,LightCondition,WeatherCondition,AccidentMonth,AccidentDay,Accidents
Slight,East Midlands,Daylight,Fine + high winds,March,Sunday,1
Slight,East Midlands,Daylight,Fine,March,Sunday,21
Slight,East Midlands,Daylight,Fine,March,Monday,52
Slight,East Midlands,Darkness - lights lit,Fine,February,Wednesday,10
Serious,East Midlands,Daylight,Unknown,March,Tuesday,1
Slight,East Midlands,Daylight,Unknown,March,Monday,7
Slight,East Midlands,Darkness - no lighting,Fine,March,Sunday,4
Slight,East Midlands,Darkness - lights lit,Fine,March,Monday,7
Slight,East Midlands,Daylight,Snowing,March,Tuesday,1
Serious,East Midlands,Darkness - lights lit,Fine,March,Tuesday,4
Serious,East Midlands,Darkness - lights lit,Raining,March,Saturday,3
Slight,East Midlands,Daylight,Unknown,March,Saturday,3
Slight,East Midlands,Darkness - lights lit,Raining,March,Friday,1
Slight,East Midlands,Darkness - no lighting,Raining,March,Wednesday,3
Slight,East Midlands,Daylight,Raining,March,Saturday,2
Fatal,East Midlands,Darkness - lights lit,Fine,March,Saturday,1
Slight,East Midlands,Darkness - lighting unknown,Unknown,March,Sunday,1
Serious,East Midlands,Daylight,Fine,March,Wednesday,15
Serious,East Midlands,Daylight,Fine,March,Thursday,14
Slight,East Midlands,Darkness - no lighting,Fine,March,Saturday,5
Serious,East Midlands,Darkness - lights lit,Fine,March,Saturday,4
Slight,East Midlands,Darkness - lights lit,Fine,March,Saturday,9
Serious,East Midlands,Daylight,Fine,March,Saturday,9
Serious,East Midlands,Daylight,Fine,March,Sunday,15
Slight,East Midlands,Darkness - lights lit,Fine,March,Sunday,15
Fatal,East Midlands,Daylight,Fine,March,Saturday,2
Slight,East Midlands,Darkness - lighting unknown,Other,March,Monday,1
Slight,East Midlands,Daylight,Unknown,February,Friday,5
Slight,East Midlands,Daylight,Snowing,March,Thursday,5
Slight,East Midlands,Daylight,Unknown,March,Wednesday,8
Serious,East Midlands,Daylight,Unknown,March,Thursday,1
Slight,East Midlands,Darkness - lights lit,Fine,March,Friday,6
Slight,East Midlands,Darkness - no lighting,Other,March,Friday,1
Slight,East Midlands,Daylight,Raining,March,Friday,10
Serious,East Midlands,Daylight,Unknown,March,Monday,2
Slight,East Midlands,Darkness - no lighting,Fine,March,Wednesday,2
Serious,East Midlands,Daylight,Fine,March,Friday,19
Serious,East Midlands,Daylight,Unknown,March,Saturday,1
Serious,East Midlands,Daylight,Other,March,Wednesday,1
Slight,East Midlands,Darkness - lights lit,Raining,March,Saturday,2
Slight,East Midlands,Darkness - no lighting,Raining,March,Saturday,1
Slight,East Midlands,Daylight,Unknown,March,Sunday,2
Slight,East Midlands,Darkness - lights lit,Unknown,March,Wednesday,1
Slight,East Midlands,Daylight,Fine,April,Sunday,38
Fatal,East Midlands,Daylight,Fine,April,Saturday,2
Fatal,East Midlands,Darkness - lights lit,Fine,April,Sunday,1
Slight,East Midlands,Daylight,Unknown,April,Monday,4
Slight,East Midlands,Daylight,Raining,April,Monday,1
Fatal,East Midlands,Darkness - no lighting,Fine,April,Saturday,2
Serious,East Midlands,Daylight,Unknown,April,Sunday,1
Slight,East Midlands,Darkness - lights lit,Unknown,April,Sunday,1
Serious,East Midlands,Daylight,Fine,April,Tuesday,17
Slight,East Midlands,Darkness - lights lit,Fine,April,Tuesday,5
Serious,East Midlands,Darkness - lights lit,Raining,April,Thursday,1
Slight,East Midlands,Darkness - lights lit,Fine,April,Sunday,8
Slight,East Midlands,Daylight,Raining,April,Wednesday,3
Slight,East Midlands,Daylight,Raining heavily,April,Thursday,3
Fatal,East Midlands,Darkness - no lighting,Fine,April,Thursday,1
Serious,East Midlands,Daylight,Unknown,April,Tuesday,1
Slight,East Midlands,Darkness - lights lit,Fine,April,Friday,8
Slight,East Midlands,Daylight,Fine,April,Saturday,47
Serious,East Midlands,Daylight,Fine,April,Saturday,12
Slight,East Midlands,Daylight,Fine,April,Friday,69
Serious,East Midlands,Daylight,Fine,April,Sunday,14
Serious,East Midlands,Daylight,Fine,April,Monday,12
Slight,East Midlands,Darkness - lights lit,Other,April,Friday,2
Slight,East Midlands,Daylight,Fine,April,Tuesday,30
Slight,East Midlands,Darkness - lights lit,Unknown,April,Monday,1
Slight,East Midlands,Daylight,Fine,April,Thursday,49
Serious,East Midlands,Darkness - no lighting,Fine,April,Saturday,3
Slight,East Midlands,Darkness - lights lit,Fine,April,Thursday,6
Serious,East Midlands,Daylight,Fine,April,Friday,13
Slight,East Midlands,Daylight,Fine,April,Monday,37
Serious,East Midlands,Daylight,Unknown,April,Friday,1
Slight,East Midlands,Daylight,Fine,April,Wednesday,48
Slight,East Midlands,Daylight,Unknown,April,Friday,7
Slight,East Midlands,Darkness - lights lit,Fine,April,Saturday,9
Slight,East Midlands,Darkness - lights lit,Raining,April,Tuesday,1
Serious,East Midlands,Daylight,Raining,April,Tuesday,2
Serious,East Midlands,Darkness - no lighting,Fine,April,Tuesday,2
Slight,East Midlands,Daylight,Unknown,April,Tuesday,1
Serious,East Midlands,Daylight,Fine,April,Wednesday,15
Slight,East Midlands,Daylight,Raining,April,Thursday,2
Slight,East Midlands,Darkness - no lighting,Fine + high winds,April,Thursday,1
Slight,East Midlands,Darkness - no lighting,Unknown,April,Saturday,1
Slight,East Midlands,Daylight,Unknown,April,Sunday,5
Slight,East Midlands,Darkness - no lighting,Fine,April,Monday,3
Slight,East Midlands,Daylight,Unknown,April,Saturday,5
Slight,East Midlands,Darkness - lights lit,Fine,April,Monday,3
Slight,East Midlands,Daylight,Fine + high winds,April,Monday,1
Serious,East Midlands,Darkness - no lighting,Fine,April,Monday,2
Slight,East Midlands,Darkness - no lighting,Fine,April,Friday,6
Slight,East Midlands,Daylight,Unknown,April,Thursday,2
Slight,East Midlands,Daylight,Unknown,April,Wednesday,1
Slight,East Midlands,Darkness - no lighting,Fine,April,Saturday,2
Slight,East Midlands,Daylight,Fine,May,Monday,46
Slight,East Midlands,Daylight,Fine,May,Sunday,58
Serious,East Midlands,Daylight,Fine,May,Tuesday,14
Slight,East Midlands,Daylight,Unknown,May,Wednesday,5
Slight,East Midlands,Darkness - lights lit,Fine,May,Monday,1
Slight,East Midlands,Daylight,Fine,May,Thursday,43
Slight,East Midlands,Darkness - no lighting,Fine,May,Thursday,2
Slight,East Midlands,Daylight,Fine,May,Wednesday,38
Slight,East Midlands,Darkness - no lighting,Fine,May,Monday,3
Serious,East Midlands,Daylight,Fine,May,Saturday,18
Slight,East Midlands,Daylight,Fine,May,Saturday,37
Slight,East Midlands,Darkness - lights lit,Raining,May,Monday,1
Slight,East Midlands,Daylight,Fine,May,Tuesday,59
Slight,East Midlands,Daylight,Unknown,May,Tuesday,9
Slight,East Midlands,Darkness - lights lit,Unknown,May,Tuesday,1
Slight,East Midlands,Darkness - no lighting,Unknown,May,Wednesday,2
Slight,East Midlands,Daylight,Fine,May,Friday,57
Slight,East Midlands,Darkness - no lighting,Raining,May,Friday,2
Slight,East Midlands,Darkness - lights lit,Unknown,May,Saturday,1
Serious,East Midlands,Darkness - lights lit,Fine,May,Monday,3
Slight,East Midlands,Daylight,Raining,May,Wednesday,11
Slight,East Midlands,Daylight,Unknown,May,Monday,2
Slight,East Midlands,Darkness - no lighting,Fine,April,Wednesday,2
Slight,East Midlands,Darkness - lights lit,Raining,May,Thursday,1
Slight,East Midlands,Daylight,Raining,May,Saturday,2
Serious,East Midlands,Daylight,Fine,May,Wednesday,9
Serious,East Midlands,Daylight,Fine,May,Thursday,18
Slight,East Midlands,Daylight,Unknown,May,Friday,5
Slight,East Midlands,Darkness - lights lit,Fine,May,Friday,5
Slight,East Midlands,Daylight,Unknown,May,Saturday,1
Serious,East Midlands,Daylight,Unknown,May,Saturday,1
Slight,East Midlands,Darkness - lights lit,Fine,May,Saturday,7
Slight,East Midlands,Daylight,Unknown,May,Sunday,6
Serious,East Midlands,Daylight,Unknown,May,Sunday,3
Slight,East Midlands,Daylight,Raining,May,Monday,6
Slight,East Midlands,Darkness - no lighting,Raining,May,Tuesday,2
Slight,East Midlands,Darkness - lights lit,Raining,May,Tuesday,1
Slight,East Midlands,Darkness - lights lit,Fine,May,Tuesday,5
Serious,East Midlands,Daylight,Fine,May,Sunday,10
Fatal,East Midlands,Darkness - lights lit,Fine,May,Sunday,1
Serious,East Midlands,Daylight,Unknown,May,Thursday,2
Slight,East Midlands,Darkness - lights lit,Fine,May,Thursday,3
Slight,East Midlands,Daylight,Unknown,May,Thursday,5
Slight,East Midlands,Daylight,Raining,May,Friday,1
Serious,East Midlands,Daylight,Raining,May,Thursday,1
Serious,East Midlands,Darkness - no lighting,Fine,May,Friday,2
Serious,East Midlands,Daylight,Fine,May,Friday,14
Slight,East Midlands,Darkness - lighting unknown,Unknown,May,Saturday,1
Slight,East Midlands,Daylight,Raining,May,Tuesday,5
Slight,East Midlands,Darkness - lights lit,Unknown,May,Friday,1
Serious,East Midlands,Daylight,Fine,June,Wednesday,24
Slight,East Midlands,Daylight,Fine,June,Friday,71
Serious,East Midlands,Daylight,Fine,June,Friday,21
Slight,East Midlands,Daylight,Fine,June,Wednesday,75
Serious,East Midlands,Darkness - lights lit,Fine,June,Saturday,3
Slight,East Midlands,Daylight,Raining,June,Sunday,8
Serious,East Midlands,Daylight,Fine,June,Saturday,10
Serious,East Midlands,Daylight,Raining,June,Sunday,4
Slight,East Midlands,Daylight,Unknown,June,Friday,5
Fatal,East Midlands,Darkness - lights lit,Fine,June,Friday,1
Slight,East Midlands,Daylight,Fine,June,Monday,47
Slight,East Midlands,Darkness - lights lit,Raining,June,Monday,2
Slight,East Midlands,Daylight,Fine,June,Tuesday,59
Slight,East Midlands,Daylight,Unknown,June,Monday,5
Serious,East Midlands,Daylight,Fine,June,Monday,18
Serious,East Midlands,Daylight,Unknown,June,Tuesday,2
Slight,East Midlands,Daylight,Fine,June,Thursday,59
Serious,East Midlands,Daylight,Fine,June,Thursday,20
Slight,East Midlands,Daylight,Fine,June,Saturday,27
Slight,East Midlands,Daylight,Fine,June,Sunday,44
Fatal,East Midlands,Daylight,Fine,June,Monday,3
Serious,East Midlands,Daylight,Unknown,June,Friday,2
Serious,East Midlands,Daylight,Fine,June,Sunday,10
Serious,East Midlands,Daylight,Fine + high winds,June,Saturday,1
Slight,East Midlands,Daylight,Unknown,June,Wednesday,6
Slight,East Midlands,Daylight,Raining heavily,June,Sunday,1
Slight,East Midlands,Daylight,Unknown,June,Tuesday,7
Slight,East Midlands,Daylight,Other,June,Wednesday,2
Slight,East Midlands,Darkness - lights lit,Unknown,June,Thursday,1
Slight,East Midlands,Daylight,Unknown,June,Thursday,4
Serious,East Midlands,Daylight,Raining,June,Saturday,1
Fatal,East Midlands,Daylight,Raining,June,Saturday,1
Serious,East Midlands,Daylight,Fine,June,Tuesday,13
Slight,East Midlands,Darkness - lights lit,Fine,June,Friday,5
Slight,East Midlands,Daylight,Other,June,Saturday,2
Slight,East Midlands,Darkness - no lighting,Fine,June,Monday,2
Serious,East Midlands,Darkness - no lighting,Unknown,June,Tuesday,1
Serious,East Midlands,Daylight,Unknown,June,Thursday,3
Slight,East Midlands,Darkness - lights lit,Fine,June,Tuesday,5
Serious,East Midlands,Daylight,Unknown,June,Wednesday,1
Slight,East Midlands,Darkness - lights lit,Fine,June,Wednesday,3
Serious,East Midlands,Darkness - lights lit,Unknown,June,Friday,1
Slight,East Midlands,Daylight,Raining,June,Saturday,5
Slight,East Midlands,Daylight,Raining,June,Monday,5
Slight,East Midlands,Darkness - lights lit,Unknown,June,Sunday,2
Slight,East Midlands,Daylight,Fine,July,Friday,72
Serious,East Midlands,Daylight,Unknown,June,Saturday,1
Slight,East Midlands,Daylight,Unknown,June,Sunday,2
Slight,East Midlands,Daylight,Fine,July,Saturday,50
Slight,East Midlands,Daylight,Fine,July,Monday,61
Slight,East Midlands,Daylight,Fine,July,Sunday,54
Slight,East Midlands,Daylight,Raining,June,Thursday,1
Serious,East Midlands,Daylight,Fine,July,Tuesday,17
Slight,East Midlands,Daylight,Fine,July,Wednesday,41
Serious,East Midlands,Darkness - lights lit,Raining,July,Friday,1
Serious,East Midlands,Daylight,Fine,July,Wednesday,17
Serious,East Midlands,Daylight,Fine,July,Friday,20
Serious,East Midlands,Darkness - no lighting,Fine,July,Friday,1
Slight,East Midlands,Daylight,Unknown,July,Saturday,4
Serious,East Midlands,Daylight,Fine,July,Sunday,17
Slight,East Midlands,Daylight,Unknown,July,Tuesday,2
Slight,East Midlands,Darkness - no lighting,Fine,July,Thursday,3
Slight,East Midlands,Darkness - no lighting,Unknown,July,Saturday,1
Slight,East Midlands,Daylight,Unknown,July,Wednesday,1
Slight,East Midlands,Darkness - no lighting,Fine,July,Friday,1
Slight,East Midlands,Darkness - no lighting,Fine,July,Saturday,4
Fatal,East Midlands,Daylight,Fine,July,Sunday,2
Slight,East Midlands,Daylight,Fine,July,Tuesday,31
Serious,East Midlands,Daylight,Fine,July,Monday,12
Slight,East Midlands,Darkness - no lighting,Other,July,Thursday,1
Serious,East Midlands,Daylight,Fine,July,Thursday,16
Slight,East Midlands,Daylight,Fine,July,Thursday,48
Slight,East Midlands,Darkness - lights lit,Fine,July,Saturday,7
Fatal,East Midlands,Daylight,Fine,July,Thursday,1
Serious,East Midlands,Daylight,Fine,July,Saturday,21
Serious,East Midlands,Darkness - no lighting,Fine,July,Saturday,2
Serious,East Midlands,Daylight,Unknown,July,Friday,1
Slight,East Midlands,Darkness - lights lit,Unknown,May,Wednesday,1
Slight,East Midlands,Darkness - lights lit,Fine,July,Tuesday,3
Slight,East Midlands,Daylight,Unknown,July,Monday,2
Serious,East Midlands,Darkness - lights lit,Fine,July,Saturday,4
Slight,East Midlands,Daylight,Unknown,July,Thursday,3
Fatal,East Midlands,Darkness - lights lit,Fine,July,Sunday,2
Serious,East Midlands,Darkness - no lighting,Raining heavily,February,Monday,1
Slight,East Midlands,Daylight,Raining,July,Thursday,2
Slight,East Midlands,Darkness - no lighting,Unknown,July,Friday,1
Slight,East Midlands,Daylight,Unknown,July,Friday,1
Serious,East Midlands,Darkness - lights lit,Fine,July,Thursday,1
Slight,East Midlands,Daylight,Unknown,July,Sunday,1
Slight,East Midlands,Daylight,Raining,August,Tuesday,5
Slight,East Midlands,Daylight,Fine,August,Tuesday,56
Slight,East Midlands,Daylight,Fine,August,Friday,67
Slight,East Midlands,Daylight,Fine,August,Sunday,40
Slight,East Midlands,Daylight,Fine,August,Saturday,47
Slight,East Midlands,Darkness - lights lit,Fine,August,Sunday,12
Slight,East Midlands,Daylight,Fine,August,Monday,30
Serious,East Midlands,Daylight,Fine,August,Monday,18
Serious,East Midlands,Daylight,Other,August,Tuesday,1
Serious,East Midlands,Darkness - lights lit,Unknown,August,Monday,2
Slight,East Midlands,Darkness - lights lit,Unknown,August,Wednesday,1
Serious,East Midlands,Daylight,Fine,August,Thursday,17
Slight,East Midlands,Daylight,Fine,August,Wednesday,61
Slight,East Midlands,Daylight,Fine,August,Thursday,37
Serious,East Midlands,Daylight,Fine,August,Friday,22
Serious,East Midlands,Darkness - lights lit,Fine,August,Friday,2
Slight,East Midlands,Daylight,Unknown,August,Saturday,2
Serious,East Midlands,Daylight,Fine,August,Saturday,15
Serious,East Midlands,Daylight,Unknown,August,Saturday,1
Serious,East Midlands,Darkness - lights lit,Fine,August,Saturday,5
Slight,East Midlands,Darkness - lights lit,Fine,August,Tuesday,9
Slight,East Midlands,Darkness - lights lit,Other,August,Thursday,2
Serious,East Midlands,Daylight,Fine,August,Wednesday,15
Serious,East Midlands,Darkness - lights lit,Fine,August,Tuesday,2
Slight,East Midlands,Darkness - no lighting,Fine,August,Sunday,4
Slight,East Midlands,Darkness - no lighting,Fine,August,Friday,2
